time,open,high,low,close,tick_volume,spread,real_volume
2025-08-20 16:33:00,0.5832,0.58325,0.58318,0.58319,48.0,0.00014,0.0
2025-08-20 16:34:00,0.58319,0.5832,0.58314,0.58315,31.0,0.00014,0.0
2025-08-20 16:35:00,0.58315,0.58316,0.58307,0.58308,55.0,0.00014,0.0
2025-08-20 16:36:00,0.58308,0.58325,0.58308,0.58323,61.0,0.00014,0.0
2025-08-20 16:37:00,0.58323,0.58333,0.58321,0.58328,53.0,0.00014,0.0
2025-08-20 16:38:00,0.58328,0.58331,0.58326,0.5833,44.0,0.00014,0.0
2025-08-20 16:39:00,0.5833,0.58332,0.58316,0.58317,54.0,0.00014,0.0
2025-08-20 16:40:00,0.58317,0.5832,0.58303,0.58306,49.0,0.00014,0.0
2025-08-20 16:41:00,0.58306,0.58309,0.58303,0.58306,45.0,0.00014,0.0
2025-08-20 16:42:00,0.58306,0.58321,0.58306,0.5832,32.0,0.00014,0.0
2025-08-20 16:43:00,0.5832,0.58331,0.5832,0.58328,41.0,0.00014,0.0
2025-08-20 16:44:00,0.58328,0.58355,0.58328,0.58353,71.0,0.00014,0.0
2025-08-20 16:45:00,0.58353,0.58353,0.58324,0.58325,54.0,0.00014,0.0
2025-08-20 16:46:00,0.58326,0.58328,0.58296,0.58299,64.0,0.00014,0.0
2025-08-20 16:47:00,0.58299,0.58303,0.58297,0.583,64.0,0.00014,0.0
2025-08-20 16:48:00,0.58299,0.58304,0.58294,0.58295,55.0,0.00014,0.0
2025-08-20 16:49:00,0.58294,0.58294,0.58273,0.58274,60.0,0.00014,0.0
2025-08-20 16:50:00,0.58274,0.58274,0.58244,0.58244,79.0,0.00014,0.0
2025-08-20 16:51:00,0.58244,0.58246,0.58229,0.58238,74.0,0.00014,0.0
2025-08-20 16:52:00,0.58237,0.58255,0.58237,0.58243,92.0,0.00014,0.0
2025-08-20 16:53:00,0.58244,0.5825,0.5823,0.58235,82.0,0.00014,0.0
2025-08-20 16:54:00,0.58234,0.58237,0.58227,0.58232,70.0,0.00014,0.0
2025-08-20 16:55:00,0.58233,0.58241,0.58223,0.58227,118.0,0.00014,0.0
2025-08-20 16:56:00,0.58227,0.58229,0.58202,0.58203,92.0,0.00014,0.0
2025-08-20 16:57:00,0.58203,0.5822,0.58203,0.58212,80.0,0.00014,0.0
2025-08-20 16:58:00,0.58213,0.58214,0.58201,0.58205,69.0,0.00014,0.0
2025-08-20 16:59:00,0.58205,0.58205,0.58188,0.58199,66.0,0.00014,0.0
2025-08-20 17:00:00,0.58199,0.58209,0.58193,0.582,103.0,0.00014,0.0
2025-08-20 17:01:00,0.582,0.58215,0.58199,0.58207,71.0,0.00014,0.0
2025-08-20 17:02:00,0.58207,0.58225,0.58206,0.58224,56.0,0.00014,0.0
2025-08-20 17:03:00,0.58224,0.58227,0.58219,0.58219,68.0,0.00014,0.0
2025-08-20 17:04:00,0.58219,0.58235,0.58219,0.58226,71.0,0.00014,0.0
2025-08-20 17:05:00,0.58224,0.58236,0.58218,0.58225,74.0,0.00014,0.0
2025-08-20 17:06:00,0.58225,0.58226,0.58195,0.582,64.0,0.00014,0.0
2025-08-20 17:07:00,0.582,0.58219,0.582,0.58213,60.0,0.00014,0.0
2025-08-20 17:08:00,0.58213,0.58215,0.58179,0.58186,59.0,0.00014,0.0
2025-08-20 17:09:00,0.58186,0.58196,0.58186,0.58191,67.0,0.00014,0.0
2025-08-20 17:10:00,0.58191,0.58202,0.58188,0.5819,64.0,0.00014,0.0
2025-08-20 17:11:00,0.5819,0.58197,0.58186,0.58191,47.0,0.00014,0.0
2025-08-20 17:12:00,0.58191,0.58208,0.58189,0.58207,45.0,0.00014,0.0
