time,open,high,low,close,tick_volume,spread,real_volume
2025-08-20 16:33:00,0.64388,0.64403,0.64387,0.64398,64.0,0.00014,0.0
2025-08-20 16:34:00,0.64398,0.64399,0.64392,0.64396,44.0,0.00014,0.0
2025-08-20 16:35:00,0.64396,0.64396,0.64388,0.6439,69.0,0.00014,0.0
2025-08-20 16:36:00,0.64389,0.64405,0.64389,0.64403,62.0,0.00014,0.0
2025-08-20 16:37:00,0.64403,0.64415,0.64403,0.64413,51.0,0.00014,0.0
2025-08-20 16:38:00,0.64413,0.64414,0.64408,0.64413,34.0,0.00014,0.0
2025-08-20 16:39:00,0.64413,0.64415,0.64396,0.64397,53.0,0.00014,0.0
2025-08-20 16:40:00,0.64398,0.64404,0.64388,0.64391,72.0,0.00014,0.0
2025-08-20 16:41:00,0.64391,0.64396,0.64388,0.64393,58.0,0.00014,0.0
2025-08-20 16:42:00,0.64393,0.64404,0.64393,0.64403,50.0,0.00014,0.0
2025-08-20 16:43:00,0.64403,0.64413,0.64403,0.64411,57.0,0.00014,0.0
2025-08-20 16:44:00,0.6441,0.64434,0.6441,0.64434,64.0,0.00014,0.0
2025-08-20 16:45:00,0.64434,0.64434,0.64405,0.64406,49.0,0.00014,0.0
2025-08-20 16:46:00,0.64407,0.64409,0.64381,0.64383,73.0,0.00014,0.0
2025-08-20 16:47:00,0.64383,0.64389,0.64383,0.64383,47.0,0.00014,0.0
2025-08-20 16:48:00,0.64384,0.64387,0.64375,0.64375,35.0,0.00014,0.0
2025-08-20 16:49:00,0.64375,0.64375,0.64357,0.64358,69.0,0.00014,0.0
2025-08-20 16:50:00,0.64358,0.64358,0.64329,0.6433,95.0,0.00014,0.0
2025-08-20 16:51:00,0.64331,0.64332,0.64315,0.64325,109.0,0.00014,0.0
2025-08-20 16:52:00,0.64325,0.64337,0.64322,0.64328,108.0,0.00014,0.0
2025-08-20 16:53:00,0.64326,0.64331,0.64302,0.64306,119.0,0.00014,0.0
2025-08-20 16:54:00,0.64306,0.64307,0.64291,0.64297,89.0,0.00014,0.0
2025-08-20 16:55:00,0.64299,0.64307,0.64292,0.64294,124.0,0.00014,0.0
2025-08-20 16:56:00,0.64295,0.64295,0.64266,0.64269,109.0,0.00014,0.0
2025-08-20 16:57:00,0.64269,0.64286,0.64268,0.64278,100.0,0.00014,0.0
2025-08-20 16:58:00,0.6428,0.6429,0.64273,0.64279,71.0,0.00014,0.0
2025-08-20 16:59:00,0.6428,0.6428,0.64261,0.64275,102.0,0.00014,0.0
2025-08-20 17:00:00,0.64276,0.64292,0.64275,0.64289,126.0,0.00014,0.0
2025-08-20 17:01:00,0.64289,0.64301,0.64285,0.6429,105.0,0.00014,0.0
2025-08-20 17:02:00,0.6429,0.64309,0.64288,0.64309,82.0,0.00014,0.0
2025-08-20 17:03:00,0.64309,0.64314,0.64304,0.64305,78.0,0.00014,0.0
2025-08-20 17:04:00,0.64306,0.64324,0.64305,0.64309,88.0,0.00014,0.0
2025-08-20 17:05:00,0.64309,0.64322,0.64304,0.64309,87.0,0.00014,0.0
2025-08-20 17:06:00,0.64309,0.64312,0.64279,0.64282,85.0,0.00014,0.0
2025-08-20 17:07:00,0.64282,0.643,0.64282,0.64294,86.0,0.00014,0.0
2025-08-20 17:08:00,0.64294,0.64294,0.64256,0.64263,92.0,0.00014,0.0
2025-08-20 17:09:00,0.64263,0.64268,0.64254,0.64258,68.0,0.00014,0.0
2025-08-20 17:10:00,0.64259,0.64269,0.64253,0.64256,93.0,0.00014,0.0
2025-08-20 17:11:00,0.64256,0.64265,0.64256,0.64261,74.0,0.00014,0.0
2025-08-20 17:12:00,0.64261,0.6428,0.64259,0.64277,63.0,0.00014,0.0
2025-08-20 17:13:00,0.64277,0.64281,0.64264,0.64266,93.0,0.00014,0.0
2025-08-20 17:14:00,0.64267,0.64269,0.64257,0.64257,75.0,0.00014,0.0
2025-08-20 17:15:00,0.64257,0.64263,0.64256,0.64257,42.0,0.00014,0.0
2025-08-20 17:16:00,0.64257,0.64262,0.64233,0.64245,52.0,0.00014,0.0
2025-08-20 17:17:00,0.64246,0.64249,0.64239,0.64249,82.0,0.00014,0.0
2025-08-20 17:18:00,0.64249,0.64258,0.64237,0.64255,64.0,0.00014,0.0
2025-08-20 17:19:00,0.64255,0.64279,0.64255,0.64279,69.0,0.00014,0.0
2025-08-20 17:20:00,0.64278,0.64294,0.64274,0.64293,80.0,0.00014,0.0
2025-08-20 17:21:00,0.64293,0.64298,0.64284,0.64296,63.0,0.00014,0.0
2025-08-20 17:22:00,0.64296,0.64299,0.64283,0.64289,55.0,0.00014,0.0
2025-08-20 17:23:00,0.64289,0.64293,0.6427,0.64273,57.0,0.00014,0.0
2025-08-20 17:24:00,0.64274,0.64279,0.64262,0.64273,77.0,0.00014,0.0
2025-08-20 17:25:00,0.64273,0.64273,0.64257,0.64259,68.0,0.00014,0.0
2025-08-20 17:26:00,0.64259,0.64259,0.64245,0.64248,78.0,0.00014,0.0
2025-08-20 17:27:00,0.64248,0.64261,0.64244,0.6425,84.0,0.00014,0.0
2025-08-20 17:28:00,0.64249,0.64253,0.64243,0.64246,72.0,0.00014,0.0
2025-08-20 17:29:00,0.64246,0.6425,0.64238,0.64239,52.0,0.00014,0.0
2025-08-20 17:30:00,0.64236,0.64242,0.6423,0.64239,82.0,0.00014,0.0
2025-08-20 17:31:00,0.64239,0.64253,0.64234,0.64251,49.0,0.00014,0.0
2025-08-20 17:32:00,0.6425,0.64259,0.64246,0.64256,40.0,0.00014,0.0
2025-08-20 17:33:00,0.64256,0.64262,0.64246,0.64252,48.0,0.00014,0.0
