timestamp,open,high,low,close,tick_volume,spread,real_volume
2025-08-13 18:35:00,3355.39,3355.96,3355.38,3355.74,65,17,0
2025-08-13 18:36:00,3355.71,3356.56,3355.22,3356.53,67,15,0
2025-08-13 18:37:00,3356.47,3356.47,3355.51,3356.24,68,17,0
2025-08-13 18:38:00,3356.25,3356.45,3355.8,3356.11,61,17,0
2025-08-13 18:39:00,3356.09,3356.28,3355.59,3355.65,59,17,0
2025-08-13 18:40:00,3355.68,3356.13,3355.51,3355.59,52,17,0
2025-08-13 18:41:00,3355.61,3356.47,3355.61,3355.91,58,17,0
2025-08-13 18:42:00,3355.9,3356.25,3355.5,3356.04,58,17,0
2025-08-13 18:43:00,3356.03,3356.03,3355.19,3355.19,50,13,0
2025-08-13 18:44:00,3355.32,3355.64,3354.84,3355.21,48,14,0
2025-08-13 18:45:00,3355.27,3355.93,3354.99,3355.75,72,16,0
2025-08-13 18:46:00,3355.77,3355.83,3355.34,3355.76,64,5,0
2025-08-13 18:47:00,3355.7,3355.98,3355.34,3355.85,58,17,0
2025-08-13 18:48:00,3355.87,3356.01,3355.35,3355.48,43,16,0
2025-08-13 18:49:00,3355.61,3357.03,3355.58,3356.97,59,16,0
2025-08-13 18:50:00,3357.04,3357.27,3356.7,3357.01,65,17,0
2025-08-13 18:51:00,3357.02,3357.12,3356.74,3356.8,47,17,0
2025-08-13 18:52:00,3356.81,3357.32,3356.5,3356.61,52,7,0
2025-08-13 18:53:00,3356.62,3356.76,3356.34,3356.37,58,17,0
2025-08-13 18:54:00,3356.4,3356.59,3356.14,3356.59,26,17,0
2025-08-13 18:55:00,3356.65,3357.15,3356.65,3357.05,55,17,0
2025-08-13 18:56:00,3357.05,3357.51,3357.03,3357.48,49,17,0
2025-08-13 18:57:00,3357.51,3357.51,3356.64,3356.81,44,17,0
2025-08-13 18:58:00,3356.79,3357.39,3356.75,3357.21,27,17,0
2025-08-13 18:59:00,3357.52,3357.78,3357.41,3357.78,43,17,0
2025-08-13 19:00:00,3357.77,3358.24,3357.49,3357.91,64,17,0
2025-08-13 19:01:00,3357.9,3358.09,3357.31,3357.49,65,18,0
2025-08-13 19:02:00,3357.49,3357.73,3357.4,3357.53,45,15,0
2025-08-13 19:03:00,3357.55,3357.77,3357.46,3357.68,44,18,0
2025-08-13 19:04:00,3357.69,3357.81,3357.31,3357.33,42,18,0
2025-08-13 19:05:00,3357.35,3357.74,3357.16,3357.74,40,18,0
2025-08-13 19:06:00,3357.89,3358.0,3357.46,3357.57,47,18,0
2025-08-13 19:07:00,3357.56,3357.71,3357.22,3357.71,50,17,0
2025-08-13 19:08:00,3357.75,3358.16,3357.67,3357.85,46,17,0
2025-08-13 19:09:00,3357.78,3357.9,3357.58,3357.71,54,17,0
2025-08-13 19:10:00,3357.84,3358.15,3357.81,3358.15,51,17,0
2025-08-13 19:11:00,3358.19,3359.35,3358.14,3359.1,56,17,0
2025-08-13 19:12:00,3359.14,3359.28,3358.83,3359.04,56,17,0
2025-08-13 19:13:00,3359.08,3359.12,3358.81,3359.01,61,17,0
2025-08-13 19:14:00,3359.03,3359.5,3358.87,3359.2,49,17,0
2025-08-13 19:15:00,3359.22,3359.83,3359.21,3359.56,50,17,0
2025-08-13 19:16:00,3359.54,3359.69,3359.18,3359.22,45,17,0
2025-08-13 19:17:00,3359.29,3359.69,3358.87,3359.62,62,17,0
2025-08-13 19:18:00,3359.59,3360.27,3359.59,3360.17,50,16,0
2025-08-13 19:19:00,3360.16,3360.2,3359.48,3359.66,60,17,0
2025-08-13 19:20:00,3359.66,3360.04,3359.66,3359.74,57,17,0
2025-08-13 19:21:00,3359.85,3360.23,3359.45,3359.67,57,17,0
2025-08-13 19:22:00,3359.68,3359.73,3358.98,3359.42,54,17,0
2025-08-13 19:23:00,3359.5,3360.03,3359.48,3359.82,40,17,0
2025-08-13 19:24:00,3359.81,3359.91,3359.59,3359.74,52,17,0
2025-08-13 19:25:00,3359.75,3360.37,3359.75,3360.34,51,17,0
2025-08-13 19:26:00,3360.36,3360.41,3359.76,3359.76,56,17,0
2025-08-13 19:27:00,3359.74,3359.75,3359.28,3359.45,49,17,0
2025-08-13 19:28:00,3359.47,3360.12,3359.43,3359.96,40,17,0
2025-08-13 19:29:00,3359.92,3360.12,3359.67,3359.68,56,17,0
2025-08-13 19:30:00,3359.66,3360.16,3359.57,3360.15,57,17,0
2025-08-13 19:31:00,3360.16,3360.58,3360.14,3360.42,51,17,0
2025-08-13 19:32:00,3360.43,3360.91,3360.39,3360.73,63,17,0
2025-08-13 19:33:00,3360.73,3360.8,3360.44,3360.6,50,17,0
2025-08-13 19:34:00,3360.59,3360.7,3360.29,3360.51,42,17,0
2025-08-13 19:35:00,3360.5,3360.66,3359.62,3359.7,49,17,0
2025-08-13 19:36:00,3359.7,3359.7,3359.08,3359.28,50,17,0
2025-08-13 19:37:00,3359.27,3359.27,3358.82,3358.86,42,17,0
2025-08-13 19:38:00,3358.97,3359.01,3358.08,3358.27,67,17,0
2025-08-13 19:39:00,3358.27,3358.29,3357.94,3357.96,53,17,0
2025-08-13 19:40:00,3357.93,3358.82,3357.88,3358.65,60,15,0
2025-08-13 19:41:00,3358.67,3358.68,3357.94,3357.94,33,18,0
2025-08-13 19:42:00,3357.93,3357.93,3357.66,3357.78,35,18,0
2025-08-13 19:43:00,3357.75,3357.77,3357.41,3357.48,38,18,0
2025-08-13 19:44:00,3357.48,3357.51,3357.1,3357.35,40,18,0
2025-08-13 19:45:00,3357.35,3358.34,3357.35,3357.94,60,18,0
2025-08-13 19:46:00,3357.94,3358.24,3357.85,3358.24,41,18,0
2025-08-13 19:47:00,3358.27,3358.86,3358.27,3358.86,52,18,0
2025-08-13 19:48:00,3358.88,3359.03,3358.5,3358.82,58,15,0
2025-08-13 19:49:00,3358.82,3359.3,3358.8,3359.03,47,18,0
2025-08-13 19:50:00,3359.02,3359.22,3358.97,3359.22,50,17,0
2025-08-13 19:51:00,3359.21,3359.62,3359.21,3359.59,33,17,0
2025-08-13 19:52:00,3359.62,3359.66,3359.22,3359.23,38,17,0
2025-08-13 19:53:00,3359.14,3359.14,3358.68,3358.78,43,17,0
2025-08-13 19:54:00,3358.77,3358.9,3358.61,3358.62,34,17,0
2025-08-13 19:55:00,3358.61,3358.72,3358.39,3358.39,42,17,0
2025-08-13 19:56:00,3358.36,3358.38,3358.15,3358.32,33,15,0
2025-08-13 19:57:00,3358.3,3358.3,3357.69,3357.69,40,17,0
2025-08-13 19:58:00,3357.56,3357.85,3357.51,3357.85,25,17,0
2025-08-13 19:59:00,3357.86,3357.97,3357.78,3357.92,32,17,0
2025-08-13 20:00:00,3358.01,3358.59,3358.01,3358.49,44,17,0
2025-08-13 20:01:00,3358.54,3358.91,3358.5,3358.66,55,17,0
2025-08-13 20:02:00,3358.67,3358.67,3358.26,3358.27,52,17,0
2025-08-13 20:03:00,3358.23,3358.46,3358.11,3358.12,37,17,0
2025-08-13 20:04:00,3358.13,3358.19,3357.93,3358.15,24,17,0
2025-08-13 20:05:00,3358.13,3358.15,3357.55,3357.69,40,17,0
2025-08-13 20:06:00,3357.7,3357.72,3357.48,3357.49,37,17,0
2025-08-13 20:07:00,3357.51,3357.56,3357.24,3357.36,41,17,0
2025-08-13 20:08:00,3357.31,3357.5,3357.31,3357.47,43,17,0
2025-08-13 20:09:00,3357.46,3357.56,3357.41,3357.52,25,17,0
2025-08-13 20:10:00,3357.5,3357.71,3357.28,3357.7,38,17,0
2025-08-13 20:11:00,3357.81,3357.84,3357.57,3357.58,37,17,0
2025-08-13 20:12:00,3357.56,3357.81,3357.4,3357.8,39,17,0
2025-08-13 20:13:00,3357.8,3358.05,3357.55,3358.05,34,17,0
2025-08-13 20:14:00,3358.06,3358.5,3357.75,3358.48,40,14,0
2025-08-13 20:15:00,3358.49,3358.9,3358.49,3358.8,50,17,0
2025-08-13 20:16:00,3358.77,3358.86,3358.64,3358.85,34,17,0
2025-08-13 20:17:00,3358.79,3358.87,3357.91,3358.19,49,17,0
2025-08-13 20:18:00,3358.18,3358.22,3357.99,3358.1,46,17,0
2025-08-13 20:19:00,3358.12,3358.21,3358.02,3358.16,39,17,0
2025-08-13 20:20:00,3358.2,3358.84,3358.15,3358.83,42,17,0
2025-08-13 20:21:00,3358.9,3359.33,3358.87,3359.1,49,17,0
2025-08-13 20:22:00,3359.1,3359.15,3358.72,3359.04,51,17,0
2025-08-13 20:23:00,3359.01,3359.19,3358.91,3359.03,34,13,0
2025-08-13 20:24:00,3359.04,3359.18,3358.57,3358.57,46,17,0
2025-08-13 20:25:00,3358.53,3358.56,3358.0,3358.16,59,17,0
2025-08-13 20:26:00,3358.12,3358.12,3357.91,3358.0,45,17,0
2025-08-13 20:27:00,3357.99,3357.99,3357.32,3357.79,53,17,0
2025-08-13 20:28:00,3357.73,3357.91,3356.99,3357.61,56,17,0
2025-08-13 20:29:00,3357.67,3357.85,3357.41,3357.56,50,17,0
2025-08-13 20:30:00,3357.66,3357.87,3357.17,3357.17,50,17,0
2025-08-13 20:31:00,3357.16,3357.2,3356.95,3357.15,42,18,0
2025-08-13 20:32:00,3357.17,3357.32,3356.88,3356.91,43,18,0
2025-08-13 20:33:00,3356.9,3356.92,3355.65,3355.65,44,17,0
2025-08-13 20:34:00,3355.6,3355.79,3355.0,3355.17,55,14,0
2025-08-13 20:35:00,3355.16,3355.33,3355.0,3355.33,40,17,0
2025-08-13 20:36:00,3355.34,3355.71,3354.78,3354.93,58,17,0
2025-08-13 20:37:00,3355.03,3355.23,3354.65,3354.67,40,17,0
2025-08-13 20:38:00,3354.64,3354.64,3354.15,3354.18,52,17,0
2025-08-13 20:39:00,3354.32,3355.07,3354.32,3355.07,12,17,0
2025-08-13 20:40:00,3355.1,3355.31,3354.18,3354.22,40,15,0
2025-08-13 20:41:00,3354.3,3354.34,3353.51,3353.71,57,17,0
2025-08-13 20:42:00,3353.7,3353.86,3353.28,3353.85,54,18,0
2025-08-13 20:43:00,3353.95,3354.96,3353.95,3354.92,35,17,0
2025-08-13 20:44:00,3354.98,3355.15,3354.66,3354.66,42,17,0
2025-08-13 20:45:00,3354.52,3354.99,3354.52,3354.74,43,17,0
2025-08-13 20:46:00,3354.86,3355.11,3354.44,3354.51,46,15,0
2025-08-13 20:47:00,3354.54,3354.57,3354.34,3354.5,34,17,0
2025-08-13 20:48:00,3354.49,3355.24,3354.39,3355.16,40,17,0
2025-08-13 20:49:00,3355.25,3355.3,3354.39,3354.41,46,17,0
2025-08-13 20:50:00,3354.42,3354.44,3354.08,3354.29,44,17,0
2025-08-13 20:51:00,3354.32,3354.32,3353.58,3353.62,49,17,0
2025-08-13 20:52:00,3353.63,3353.74,3353.53,3353.56,39,15,0
2025-08-13 20:53:00,3353.57,3353.83,3353.05,3353.79,54,17,0
2025-08-13 20:54:00,3353.77,3354.02,3353.69,3353.82,49,17,0
2025-08-13 20:55:00,3353.82,3353.97,3353.77,3353.87,41,17,0
2025-08-13 20:56:00,3353.88,3353.89,3353.59,3353.59,25,17,0
2025-08-13 20:57:00,3353.06,3353.07,3352.75,3352.98,24,17,0
2025-08-13 20:58:00,3352.96,3353.47,3352.85,3353.29,45,17,0
2025-08-13 20:59:00,3353.28,3353.72,3353.27,3353.67,38,17,0
2025-08-13 21:00:00,3353.66,3353.75,3352.5,3352.51,43,9,0
2025-08-13 21:01:00,3352.36,3352.82,3352.27,3352.6,55,16,0
2025-08-13 21:02:00,3352.6,3352.6,3351.59,3351.95,52,18,0
2025-08-13 21:03:00,3351.94,3351.94,3351.38,3351.89,44,17,0
2025-08-13 21:04:00,3351.82,3352.11,3351.77,3352.06,50,18,0
2025-08-13 21:05:00,3352.06,3352.6,3351.58,3352.39,52,18,0
2025-08-13 21:06:00,3352.44,3353.31,3352.44,3353.23,61,18,0
2025-08-13 21:07:00,3353.24,3354.43,3353.24,3354.28,63,18,0
2025-08-13 21:08:00,3354.03,3354.25,3353.59,3353.69,47,18,0
2025-08-13 21:09:00,3353.7,3354.04,3353.56,3354.04,45,18,0
2025-08-13 21:10:00,3354.01,3354.01,3353.48,3353.57,37,18,0
2025-08-13 21:11:00,3353.57,3353.57,3352.94,3353.26,36,18,0
2025-08-13 21:12:00,3353.27,3353.74,3353.18,3353.67,39,18,0
2025-08-13 21:13:00,3353.66,3353.66,3353.33,3353.34,37,18,0
2025-08-13 21:14:00,3353.38,3353.42,3353.03,3353.08,37,18,0
2025-08-13 21:15:00,3353.15,3353.26,3352.97,3352.97,39,18,0
2025-08-13 21:16:00,3352.92,3353.03,3352.69,3352.71,18,18,0
2025-08-13 21:17:00,3352.7,3352.7,3351.97,3352.04,50,18,0
2025-08-13 21:18:00,3352.04,3352.14,3351.59,3351.87,57,18,0
2025-08-13 21:19:00,3351.86,3352.25,3351.8,3352.15,38,17,0
2025-08-13 21:20:00,3352.17,3352.22,3351.94,3352.06,48,18,0
2025-08-13 21:21:00,3352.07,3352.07,3351.8,3352.03,39,18,0
2025-08-13 21:22:00,3352.05,3352.05,3351.51,3351.7,31,13,0
2025-08-13 21:23:00,3351.71,3351.71,3351.05,3351.21,36,18,0
2025-08-13 21:24:00,3351.21,3351.29,3350.92,3350.98,61,17,0
2025-08-13 21:25:00,3350.96,3351.31,3350.88,3350.92,63,17,0
2025-08-13 21:26:00,3350.89,3350.9,3350.36,3350.39,55,17,0
2025-08-13 21:27:00,3350.32,3350.46,3349.97,3350.23,57,18,0
2025-08-13 21:28:00,3350.24,3351.22,3350.24,3351.14,45,18,0
2025-08-13 21:29:00,3351.17,3351.28,3350.96,3351.02,46,18,0
2025-08-13 21:30:00,3351.02,3351.85,3350.96,3351.76,44,18,0
2025-08-13 21:31:00,3351.79,3351.95,3351.56,3351.6,44,18,0
2025-08-13 21:32:00,3351.63,3351.73,3350.97,3350.97,41,18,0
2025-08-13 21:33:00,3351.03,3351.8,3350.96,3351.78,44,18,0
2025-08-13 21:34:00,3351.78,3351.78,3351.12,3351.12,23,18,0
2025-08-13 21:35:00,3351.15,3351.89,3351.15,3351.78,38,18,0
2025-08-13 21:36:00,3351.73,3352.27,3351.56,3352.27,47,18,0
2025-08-13 21:37:00,3352.3,3352.8,3352.3,3352.54,45,18,0
2025-08-13 21:38:00,3352.59,3353.17,3352.25,3352.97,52,18,0
2025-08-13 21:39:00,3352.96,3353.35,3352.8,3353.1,50,18,0
2025-08-13 21:40:00,3353.17,3353.19,3352.55,3352.69,39,17,0
2025-08-13 21:41:00,3352.7,3352.99,3352.7,3352.84,32,17,0
2025-08-13 21:42:00,3352.8,3353.13,3352.66,3352.95,21,17,0
2025-08-13 21:43:00,3352.94,3353.11,3352.89,3352.91,33,17,0
2025-08-13 21:44:00,3352.89,3352.89,3352.41,3352.53,30,17,0
2025-08-13 21:45:00,3352.65,3353.24,3352.65,3353.24,35,17,0
2025-08-13 21:46:00,3353.18,3353.18,3352.96,3353.1,28,17,0
2025-08-13 21:47:00,3353.13,3353.15,3352.94,3353.07,43,17,0
2025-08-13 21:48:00,3353.08,3353.19,3352.95,3353.08,31,17,0
2025-08-13 21:49:00,3353.06,3353.11,3352.89,3353.11,32,16,0
2025-08-13 21:50:00,3353.09,3353.37,3352.93,3353.37,37,17,0
2025-08-13 21:51:00,3353.28,3353.57,3353.02,3353.54,40,17,0
2025-08-13 21:52:00,3353.56,3353.89,3353.44,3353.69,40,16,0
2025-08-13 21:53:00,3353.68,3354.02,3353.68,3354.02,34,17,0
2025-08-13 21:54:00,3354.04,3354.39,3354.03,3354.39,43,17,0
2025-08-13 21:55:00,3354.39,3354.4,3353.88,3353.93,40,17,0
2025-08-13 21:56:00,3353.9,3354.18,3353.77,3354.18,43,17,0
2025-08-13 21:57:00,3354.22,3354.26,3353.72,3353.84,43,17,0
2025-08-13 21:58:00,3353.83,3354.26,3353.83,3354.18,44,17,0
2025-08-13 21:59:00,3354.2,3354.21,3353.74,3353.74,37,17,0
2025-08-13 22:00:00,3353.71,3353.78,3353.46,3353.7,31,17,0
2025-08-13 22:01:00,3353.71,3354.04,3353.68,3354.03,38,17,0
2025-08-13 22:02:00,3354.02,3354.16,3353.9,3354.11,27,17,0
2025-08-13 22:03:00,3354.11,3354.11,3353.87,3353.89,26,17,0
2025-08-13 22:04:00,3353.74,3353.74,3352.97,3352.97,42,17,0
2025-08-13 22:05:00,3352.96,3353.19,3352.79,3352.87,52,17,0
2025-08-13 22:06:00,3352.85,3353.01,3352.85,3352.86,21,17,0
2025-08-13 22:07:00,3352.85,3353.38,3352.85,3352.92,36,17,0
2025-08-13 22:08:00,3352.91,3353.01,3352.86,3352.94,29,17,0
2025-08-13 22:09:00,3352.92,3352.93,3352.6,3352.6,34,17,0
2025-08-13 22:10:00,3352.59,3352.81,3352.59,3352.81,24,17,0
2025-08-13 22:11:00,3352.8,3353.09,3352.76,3353.09,33,17,0
2025-08-13 22:12:00,3353.06,3353.38,3353.04,3353.23,31,17,0
2025-08-13 22:13:00,3353.22,3353.47,3353.22,3353.47,29,17,0
2025-08-13 22:14:00,3353.59,3353.9,3353.51,3353.87,32,17,0
2025-08-13 22:15:00,3353.88,3354.05,3353.67,3353.72,43,17,0
2025-08-13 22:16:00,3353.72,3353.95,3353.72,3353.73,20,17,0
2025-08-13 22:17:00,3353.69,3354.01,3353.69,3353.98,32,17,0
2025-08-13 22:18:00,3353.98,3353.98,3353.73,3353.83,29,17,0
2025-08-13 22:19:00,3353.83,3354.41,3353.83,3354.28,35,17,0
2025-08-13 22:20:00,3354.29,3354.34,3354.05,3354.25,26,17,0
2025-08-13 22:21:00,3354.25,3354.96,3354.19,3354.76,39,17,0
2025-08-13 22:22:00,3354.81,3355.52,3354.6,3355.51,41,18,0
2025-08-13 22:23:00,3355.51,3356.15,3355.51,3356.05,36,18,0
2025-08-13 22:24:00,3356.09,3356.62,3356.05,3356.42,45,18,0
2025-08-13 22:25:00,3356.45,3356.79,3356.41,3356.46,44,18,0
2025-08-13 22:26:00,3356.46,3356.86,3356.46,3356.8,39,18,0
2025-08-13 22:27:00,3356.81,3356.81,3356.11,3356.12,26,18,0
2025-08-13 22:28:00,3356.2,3356.2,3355.64,3355.64,27,18,0
2025-08-13 22:29:00,3355.63,3355.72,3355.53,3355.55,42,18,0
2025-08-13 22:30:00,3355.55,3356.02,3355.43,3355.63,35,18,0
2025-08-13 22:31:00,3355.68,3355.73,3355.53,3355.55,25,18,0
2025-08-13 22:32:00,3355.53,3355.72,3355.37,3355.65,45,17,0
2025-08-13 22:33:00,3355.63,3355.88,3355.63,3355.64,35,17,0
2025-08-13 22:34:00,3355.63,3355.86,3355.41,3355.43,42,17,0
2025-08-13 22:35:00,3355.44,3355.58,3355.39,3355.49,47,17,0
2025-08-13 22:36:00,3355.5,3355.98,3355.5,3355.93,44,17,0
2025-08-13 22:37:00,3355.91,3355.99,3355.8,3355.97,43,17,0
2025-08-13 22:38:00,3355.93,3356.16,3355.82,3355.86,46,17,0
2025-08-13 22:39:00,3355.83,3355.85,3355.57,3355.72,40,17,0
2025-08-13 22:40:00,3355.7,3356.07,3355.46,3355.9,37,17,0
2025-08-13 22:41:00,3355.64,3355.64,3354.98,3355.14,39,17,0
2025-08-13 22:42:00,3355.14,3355.3,3354.72,3354.76,47,17,0
2025-08-13 22:43:00,3354.68,3355.32,3354.68,3355.29,61,17,0
2025-08-13 22:44:00,3355.29,3355.77,3355.29,3355.77,42,17,0
2025-08-13 22:45:00,3355.77,3355.83,3355.63,3355.76,33,17,0
2025-08-13 22:46:00,3355.77,3356.11,3355.74,3355.97,33,17,0
2025-08-13 22:47:00,3355.93,3356.02,3355.8,3356.02,24,17,0
2025-08-13 22:48:00,3355.95,3356.6,3355.26,3356.41,48,17,0
2025-08-13 22:49:00,3356.41,3356.56,3356.4,3356.47,41,17,0
2025-08-13 22:50:00,3356.4,3357.06,3356.33,3356.84,53,17,0
2025-08-13 22:51:00,3356.82,3357.19,3356.82,3357.18,58,17,0
2025-08-13 22:52:00,3357.18,3357.32,3356.48,3357.2,58,16,0
2025-08-13 22:53:00,3357.17,3357.88,3357.15,3357.4,62,17,0
2025-08-13 22:54:00,3357.39,3357.83,3357.39,3357.76,51,17,0
2025-08-13 22:55:00,3357.78,3358.37,3357.61,3358.08,66,17,0
2025-08-13 22:56:00,3358.08,3358.1,3357.82,3358.07,58,17,0
2025-08-13 22:57:00,3358.07,3358.76,3358.03,3358.05,74,17,0
2025-08-13 22:58:00,3357.97,3358.61,3357.91,3358.59,75,17,0
2025-08-13 22:59:00,3358.58,3358.77,3357.79,3357.79,62,17,0
2025-08-13 23:00:00,3357.78,3358.21,3357.36,3357.38,52,17,0
2025-08-13 23:01:00,3357.4,3357.77,3357.39,3357.68,42,16,0
2025-08-13 23:02:00,3357.7,3357.7,3356.99,3357.05,45,17,0
2025-08-13 23:03:00,3357.04,3357.06,3356.6,3356.79,39,17,0
2025-08-13 23:04:00,3356.83,3356.9,3356.41,3356.8,39,17,0
2025-08-13 23:05:00,3356.81,3356.97,3356.53,3356.93,33,17,0
2025-08-13 23:06:00,3356.92,3357.42,3356.92,3357.41,25,17,0
2025-08-13 23:07:00,3357.43,3357.59,3357.35,3357.46,16,17,0
2025-08-13 23:08:00,3357.47,3357.47,3357.18,3357.18,20,17,0
2025-08-13 23:09:00,3357.18,3357.41,3357.15,3357.38,24,17,0
2025-08-13 23:10:00,3357.38,3357.44,3357.22,3357.27,20,17,0
2025-08-13 23:11:00,3357.28,3357.53,3357.12,3357.53,22,17,0
2025-08-13 23:12:00,3357.54,3357.73,3357.45,3357.73,22,17,0
2025-08-13 23:13:00,3357.72,3357.91,3357.7,3357.91,27,17,0
2025-08-13 23:14:00,3357.9,3357.91,3357.55,3357.64,19,16,0
2025-08-13 23:15:00,3357.64,3357.65,3357.45,3357.45,13,17,0
2025-08-13 23:16:00,3357.59,3358.17,3356.91,3356.97,35,17,0
2025-08-13 23:17:00,3356.95,3357.0,3356.69,3356.88,36,17,0
2025-08-13 23:18:00,3356.89,3357.01,3356.87,3356.96,19,17,0
2025-08-13 23:19:00,3356.89,3357.02,3356.67,3356.67,25,17,0
2025-08-13 23:20:00,3356.66,3356.94,3356.59,3356.93,16,17,0
2025-08-13 23:21:00,3356.95,3357.03,3356.89,3357.01,14,17,0
2025-08-13 23:22:00,3357.02,3357.2,3356.5,3356.92,30,17,0
2025-08-13 23:23:00,3356.93,3357.09,3356.79,3356.85,21,17,0
2025-08-13 23:24:00,3356.73,3356.84,3356.67,3356.7,35,17,0
2025-08-13 23:25:00,3356.69,3356.8,3356.67,3356.8,25,17,0
2025-08-13 23:26:00,3356.8,3357.04,3356.79,3357.04,15,17,0
2025-08-13 23:27:00,3357.02,3357.05,3356.77,3356.77,27,17,0
2025-08-13 23:28:00,3356.76,3356.86,3356.58,3356.72,38,6,0
2025-08-13 23:29:00,3356.72,3357.02,3356.72,3357.02,25,17,0
2025-08-13 23:30:00,3357.03,3357.03,3356.72,3356.74,24,17,0
2025-08-13 23:31:00,3356.74,3356.76,3356.57,3356.65,18,17,0
2025-08-13 23:32:00,3356.64,3356.64,3356.13,3356.18,18,17,0
2025-08-13 23:33:00,3356.17,3356.23,3356.05,3356.12,23,18,0
2025-08-13 23:34:00,3356.13,3356.32,3356.13,3356.31,9,18,0
2025-08-13 23:35:00,3356.33,3356.36,3356.1,3356.14,11,18,0
2025-08-13 23:36:00,3356.14,3356.59,3355.68,3355.72,30,6,0
2025-08-13 23:37:00,3355.74,3356.12,3355.68,3356.12,21,17,0
2025-08-13 23:38:00,3356.09,3356.16,3356.0,3356.01,18,18,0
2025-08-13 23:39:00,3355.96,3356.28,3355.96,3356.21,22,18,0
2025-08-13 23:40:00,3356.2,3356.69,3356.16,3356.64,31,18,0
